Slanost,Temp_zraka,Temp_vode,Crijevni_enterokoki,Escherichia_coli,Suncevo_zracenje_DHMZ GHI,Padaline,KPad0h-24h,KPad25h-48h,KPad49h-72h,KPad3d-4d,KPad4d-7d,KPad7d-14d,KPad14d-30d,AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,KPad3d-6d,KPad6d-10d,KPad10d-17d,Kpad17d-21d,Padaline_1d_poslije 
34.34,27.1,23.2,6,0,645.62,0,0,0,43.1,0.4,37.5,7.5,22.8,21.72779683,0.11,-111.9659765,6.485573585,12.12682251,182.292553,655.3356606,486.8241034,669.2688693,640.2625075,850.0774296,25.03814198,55.33600541,980.1586671,28.71088937,3.877234971,35.07533971,37.9,7.5,3.6,19.2,1.4
35.11,28,22,0,0,622.17,0,0,0,0,0,2.9,1.4,88.5,22.70848488,0.11,-111.6330766,1.151621799,7.82735364,93.78543114,833.5798339,632.3111666,756.3529884,736.6809577,933.008924,17.17679928,38.47944807,982.798786,28.71088937,3.392579806,42.47904405,2.9,0,44.5,49,0
37.14,30.2,26,0,2,500.89,0,1.3,0,0,0,41.9,0.4,4.3,27.32219802,0.11,-115.8477555,1.151621799,17.74314593,127.225516,740.2341811,518.7671367,647.149405,657.1560571,869.6178605,28.95018326,56.92627582,978.2105675,266.7876949,0.754080855,42.75573988,29.4,12.9,0,85.3,0
37.81,27,22.5,0,0,727.52,0,0,0.6,0.4,0.4,0.5,24.2,42.3,24.56544026,0.11,-148.1799586,3.330210271,12.69894786,163.967422,736.2947453,592.2942541,756.3529884,848.734588,828.6251715,25.95061299,47.32138412,982.1699685,49.65721453,2.425447634,36.3517588,0.9,22.9,1.3,42.3,0
36.78,27,23,0,6,170.41,0,0,0,0,0,0,23.6,25.5,24.36904633,0.11,-124.3104693,76.94037455,17.74314593,129.5999873,0,0,129.822353,117.7675726,129.9064615,37.13451879,66.54885016,977.971382,47.58873602,2.622461253,47.28022365,0,23,1,51.8,6.9
26.81,11,18,52,120,265.26,0,0,6.6,17.9,4.2,87.3,84.4,48,11.98764493,0.11,-119.5957618,1.151621799,5.8238858,87.19075333,711.7339963,330.1207883,417.2862692,557.542866,769.3105151,13.60809293,65.82672357,979.8095078,4.715930791,2.181794376,62.67369735,69.9,49.6,56.5,70.9,0
35.3,22.2,19.2,0,0,355.5,0,0,0,0.3,20.2,1.6,134.8,106.7,15.19033065,0.11,-135.324737,1.151621799,9.015468985,139.5441836,634.2531717,334.8012121,474.1680086,654.0370919,693.6104609,16.40040759,66.73051178,986.4731047,41.52856116,3.668093363,58.30100652,21.8,24.5,119.5,104.4,0
35.42,24.3,21.2,3,2,588.2,0,0,0,0.1,0.1,72.1,25.8,37.7,19.93704358,0.11,-121.9392689,0,10.89431691,162.711008,739.3962631,557.9322057,721.8192831,676.5614204,897.2823521,20.34444427,55.33392207,976.4042061,46.5306644,4.169453913,41.32466653,52.8,45,1.2,36.7,4.3
36.48,23,22,4,0,663.02,0,0,0,0,0,15.6,97.9,37.9,23.06355198,0.12,-135.8282555,0.701566496,17.52816127,254.5578825,606.7021934,503.2592392,757.8471176,774.0120937,843.3250535,29.66008463,70.69906722,979.4529534,69.28367592,1.969068388,33.41588728,11.3,4.4,97.8,37.9,0
34.37,27.5,24.5,21,14,635.63,0,0,0,52,0,0,0,113.5,26.28113065,0.11,-113.3211254,1.151621799,17.13554446,163.9797963,718.2425396,559.8518059,724.7537949,709.0467105,884.8926646,30.17984222,57.33414716,972.3033326,274.9383838,0.868020526,38.52183916,0,0,0,113.5,0
36.27,18,19,3,1,681.84,0,0.7,0.1,0,1.5,34.5,2.7,52,19.1732672,0.11,-111.9659765,1.151621799,9.492319625,102.1739442,842.2796981,647.0963595,750.3944047,726.7893851,914.6614501,17.38209494,53.48963547,979.1299368,44.45255441,4.818322401,38.52183916,36,0,2.7,52,0
36.07,23.5,22,3,3,812.91,0,2.1,0,0,14.7,1.4,10.1,38.7,22.69281433,0.11,-111.6330766,1.151621799,13.7031229,180.5435876,708.8958981,571.5804701,752.828335,748.5039909,876.7661423,24.53509465,56.84191271,977.7991127,31.22105587,2.694019614,35.07533971,16.1,8.4,3.2,89.2,0
35.69,30,25.1,5,7,552.27,0,0,0,0,0,0,41.7,29.2,27.21076735,0.11,-117.3371042,4.04379556,18.71135354,211.110352,584.5151025,421.2347622,632.3451143,654.2220266,794.2650881,32.11818085,59.78259776,977.7991127,53.66272846,2.017788884,43.45875942,0,8.9,32.8,45.3,0
36.92,22,23,2,2,526.99,0,0,0,0,0,59.8,0,41.7,26.59839995,0.11,-121.9392689,1.696766844,16.50793045,183.8048903,627.3470683,431.1994234,614.9970972,679.4773975,794.2650881,26.21495654,53.65297557,976.999077,46.5306644,3.203338649,46.47806798,5.5,54.3,0,41.7,0
36.3,22.3,20.1,28,9,459.62,0,0,0,15.6,19.8,5.4,66.5,59.8,19.93704358,0.11,-126.4819845,20.45398057,15.97088893,267.9952279,234.213048,147.7519329,440.7947951,468.4131016,518.3784733,29.31681305,78.16117894,976.5555014,26.87453208,2.065640752,52.11354403,25.2,18.4,48.1,59.8,0.1
36.46,26.1,22,9,8,327.63,0,0,0,0,0,0,41.5,71.9,21.98693758,0.11,-112.1421458,12.80797496,15.72860387,242.3589173,384.1082407,216.5025465,458.8620116,542.9353905,605.8853326,25.130866,67.12560127,982.7015963,76.09304372,1.087009322,54.03695961,0,6,38.2,69.2,0
22.19,22.5,15.4,3,1,908.76,0,0,0,6.8,4.7,51.8,82.7,37.6,21.72779683,0.12,157.7778055,29.18074879,11.7380652,347.7713215,306.5439671,267.6427607,615.4324205,619.469493,635.4733506,20.72639795,53.13030318,973.7511075,290.4585016,0.217576411,35.10102918,56.5,0,82.7,61.4,0
13.09,17,16,150,240,649.4,0,0.1,0.1,0,0.4,125.1,72.2,90.1,22.27814604,0.12,-114.2323248,1.151621799,15.46066206,136.0548268,774.5946724,582.519489,718.7740805,704.0833179,912.8304782,22.84427424,65.55162952,968.290042,46.1781907,0.760851214,38.52183916,64.3,70.1,63.3,108.4,0.2
34.08,24,24,27,120,307.14,0,0,0,0,0,0,0.8,197.7,22.27814604,0.12,-111.6330766,25.69068777,14.46099296,343.8366301,253.6107383,201.3171828,545.1928128,519.4370816,604.5006563,24.91426864,61.29018289,964.6885966,57.01981074,4.082024603,38.52183916,0,0,0.8,197.7,0
29.17,28,24,180,190,711.6,0,0,0,0,0,0,17.6,0.8,26.61165851,0.11,-111.9659765,0.675690714,12.5534387,102.1739442,788.3981436,687.0720243,788.4992125,780.3071785,943.8716267,16.68941104,41.85201978,968.0910504,214.0438363,1.67791946,38.52183916,0,11.9,5.7,5.9,0
35.84,22.5,22,30,52,667.75,0,0.1,4,0.6,0.1,17.7,31.2,17.6,20.64792094,0.12,-112.1421458,26.18471799,10.57973366,447.067731,166.1635583,130.9146137,577.9891454,546.8792975,619.6961143,21.81721971,52.44321366,960.399267,67.74585013,5.524707279,35.10102918,17.6,31.4,0,17.6,0
34.91,28.4,24.8,56,90,570.78,0,0,0,63.1,42.1,0.9,6.3,53.7,26.50991402,0.11,-115.8477555,3.11692328,18.03960235,215.9191117,588.8885619,427.5673517,643.4287986,654.2220266,809.4042207,29.66008463,59.78259776,962.2146079,178.664906,0.754080855,42.75573988,43,0,6.4,53.6,0
33.64,29,27.5,5,15,506.94,0,0,0,0,0.1,0,117.6,11.3,28.97068661,0.11,-118.8436564,1.193780997,17.52816127,180.1714659,619.6898378,423.469019,603.6446502,638.400163,798.4491239,30.59465017,50.53330832,962.892738,203.6640685,0.882391086,46.92360318,0.1,12.4,106.1,11.1,0
36.68,26.2,25.1,2,5,515.19,0,0,3.1,0,0,0,42.5,117.7,24.56544026,0.11,-123.8602016,2.850514285,17.52816127,242.8509431,482.0458798,332.0820164,574.9333481,639.7218035,706.1241246,32.11818085,64.71667701,967.091267,53.36349463,2.488202111,47.28022365,0,0,42.5,118.6,0
36.46,20,20,1,1,422.96,0,0,0.1,32,0.7,4.1,2.5,45.6,19.06720052,0.11,-127.398706,-0.246544122,11.91383646,93.78543114,782.1638176,455.9776976,549.6280988,694.8226797,815.846344,16.07120168,63.2380927,968.7078807,46.1781907,2.839393117,54.91696254,4.8,2.5,0,45.6,0
33.61,20.5,19.2,20,96,188.24,0,0,0.1,0,0,33.4,8.8,39.4,17.83396149,0.11,-135.8282555,52.63082081,15.72860387,239.7352002,0,0,239.3005882,215.9403757,239.3005824,22.85614896,87.77074331,960.399267,199.5671894,2.181794376,56.53560265,17.1,25.1,0,39.4,0
36.82,23,17.1,1,0,572.34,0,0,0,4.5,0,27.5,3.6,66.6,18.61517298,0.12,-117.3371042,2.779673703,12.08607028,238.9721055,593.6599135,438.2298669,677.2019821,682.8471311,838.1159119,15.58566409,65.84021571,968.9628895,46.5306644,2.488202111,42.47904405,6.8,21.2,8.3,100.2,3.4
35.69,19,20,13,1,711.3,0,0,0,0,1.5,4.7,12.1,35.6,17.54633644,0.12,-114.2323248,2.261225637,8.37842328,131.8429117,788.3981436,607.5379694,738.6361284,732.3606521,914.6614501,15.92427804,54.90966412,966.1408458,41.75454083,2.839393117,38.52183916,3.1,11.6,8.1,91.8,0
28.45,19.1,20,27,36,115.15,0.4,1.2,0,0,0.1,105.2,70.3,18.3,15.92830093,0.12,-111.6330766,63.28024963,14.72381509,267.9952279,0,0,267.9952279,242.4111279,267.9952279,30.25089972,92.35044407,961.4211103,296.5267814,1.087009322,38.52183916,60.8,63.4,51.4,22.8,1.1
35.1,25.2,24.1,21,9,597.52,0,0,0,0,1.4,0,12.5,175.6,23.68330435,0.11,-111.9659765,5.45288599,15.81381953,207.0741175,630.4966873,490.2302106,697.3043417,676.5614204,846.0124553,28.60018093,61.52047144,961.7202755,190.8505289,2.181794376,38.52183916,1.4,10.1,2.4,177.1,2.2
36.42,27.2,22,2,0,600.83,0,0,8.7,0,0,3.2,2.2,13.9,19.05537368,0.12,-111.6330766,1.696766844,7.810020266,127.225516,795.6464073,589.3829183,716.4804154,700.4075762,927.2479303,11.34932424,47.95738994,969.1152392,63.74236368,6.636054726,42.47904405,0,3.2,2.2,41.1,0
37.02,24,24,1,0,566.68,0,0,0,24.2,0,1.7,12.9,5.4,26.0172,0.11,-115.91,-0.000150024,15.0515,132.247,762.066,561.12,692.396,706.734,886.865,25.873,51.0276,967.306,176.094,0.558025,42.817,1.7,0,12.9,6.8,0
28.45,18.9,15.8,130,130,484.13,0,0,0,0,0,0,54.8,9.6,20.11627928,0.12,-133.146001,44.60959818,12.42117902,387.0375015,83.95042046,72.60749115,458.7618737,438.4231166,464.3006465,25.30862709,61.08604825,978.175135,211.4915518,2.037748672,27.69133411,0,0.1,55.5,8.8,0
33.5,26.5,22.8,16,4,722.22,0,0,0,0,0,0,0.5,55.6,27.10502162,0.11,-135.7664665,3.596459356,16.91562164,178.6840488,704,605,812,848,871,24.4,51,975.2750168,176.5066447,1.878543002,28.51873622,0,0,0.5,57.3,0
36.24,20,19,12,10,313.92,0,2.2,5.2,0,5.3,17.7,5.7,38.7,15.81396316,0.11,-130.1634594,23.28984894,13.57193238,416.0984356,244.0659236,210.7940558,627.7780642,606.5458451,693.5199037,28.50882753,88.27329961,969.4174124,13.23947597,2.792085539,28.34083213,23,0,13.4,31,0
32.2,27,23,51,10,613.46,0,0,6.9,0.1,1,0.7,21.8,28.7,19.9155677,0.11,-113.1070464,23.39934512,16.91562164,440.3553615,220.0977081,187.749025,583.1919297,604.0966678,656.4543914,28.40396251,82.79921844,969.5724401,234.1443605,1.059344186,33.11394312,1.7,12.7,9.1,39.6,20.2
33.6,27,23,45,40,650,0,0,0,0,0,15.2,49.6,0,28.59433059,0.11,-120.4301914,7.3,15.92610003,224,603,307.2052898,700,781,768,26.77047697,45.28647535,978.175135,41.61694484,1.519256684,40.30920989,15.2,33,16.6,47.7,0
37,25,21.4,45,150,611.76,0,0,0,8.2,0,0,0,64.8,23.85413115,0.11,-131.8092904,-0.294727959,12.86160733,91.86738491,860.0654186,627.3671159,749.1214509,881.0516296,836.2730468,17.00654676,50.34016852,980.4660415,149.193381,0.348956501,44.79441731,0,0,0,64.8,0
37.2,19.6,19.1,120,30,591,0,31,0,0,0.9,0,34.4,8.2,18.85364466,0.11,-194.2147961,12.81517427,15.43715119,395.782277,203.5301815,150.4744715,535.8171819,590.6676054,550.5999083,27.56469003,79.50010976,977.0638748,121.2276923,2.118796573,44.79441731,0.9,0,42.6,15.2,0.6
21,20.2,16.3,50,150,634.89,0,0.7,1.3,2.1,65,34.3,39.4,82.8,19.94408122,0.11,-130.1634594,9.684849049,7.736391808,277.9909044,565.9663625,474.0855382,752.0764426,744.6966199,833.8663297,21.59282695,46.24042445,978.0185533,31.34618911,6.242717243,28.34083213,99.3,39.4,0,83,0
33.1,25,22.3,30,120,608.85,0,0,0,14.4,6.8,3.3,6,49,23.00411259,0.11,-120.4301914,8.348609419,13.06478471,242.6003728,555.0504123,416.3373233,678.4236343,781.6301565,766.932087,25.8428707,57.87301105,975.4905391,242.888758,2.792085539,40.30920989,10.1,0,6,49,0
34.7,17.5,19.2,80,260,546.17,0,6.5,0.5,31.9,0,0,0,30.5,15.12774641,0.11,-122.4479482,10.12513357,5.715171079,178.6840488,573.4663112,410.9843679,629.8737058,735.9175615,737.9173412,13.84802307,55.37475496,972.4076414,343.8463553,3.815071622,52.5546363,0,0,14.4,55.9,0
32.8,20,18.2,8,20,513.21,0,0.1,0,0,2.1,38.3,11.6,31.9,17.96731168,0.11,-130.7819933,-0.294727959,12.25785329,102.4833232,799.8952392,532.2751637,634.7613396,860.8705016,769.3415274,23.43695841,67.46276898,982.7330069,44.15992019,3.608534013,49.09652673,32.9,12.1,38.9,24.5,0
32.1,29.3,22.3,15,5,674.67,0,0,0,0,0,0.2,2.6,7.6,27.10502162,0.11,-130.1634594,-0.294727959,15.92610003,162.5664027,813.6099016,669.2763884,786.7983253,798.4186014,907.4655594,27.85079083,48.68147299,976.8792379,65.03265362,2.692484415,28.51873622,0,2.7,0.1,19.8,0
20.3,22.8,19.4,780,2700,645.59,0,0,21.5,41.3,6.3,31.6,0.7,2.8,19.17109415,0.11,-130.2202192,6.756577577,9.845549876,270.382644,547.431344,436.5132455,669.7215317,706.7233578,805.1963053,24.20078912,54.46030482,972.7303864,60.80738698,2.118796573,34.27365091,26.4,12.2,0,2.8,0
29.58,24,20,1500,2600,244.44,0,0,0,21.5,41.3,26.4,12.2,2.8,20.69403372,0.11,93,73.5,15.2100946,118,0,0,118,107,118,28.2,69.3,977.7911286,195,2.477171021,54.72716072,66.6,13.3,0,2.8,19.4
36.85,24,21,2,4,619.91,0,0.1,19.4,0,0,69.1,32.3,2.8,23.40620437,0.11,197.065058,18.38230835,14.75404919,451.1236666,264.5722732,232.196762,654.025468,632.33052,693.5199037,26.66838385,57.38348883,973.9982497,27.2899292,3.031446848,25.64110771,62.8,37.9,0.7,2.8,8.3
25.94,27,20.2,90,800,456.59,0,0,0.4,8.3,0.1,19.4,101.4,2.7,24.0014987,0.11,167.5420217,65.75129172,16.54139847,218.2012528,32.46451653,28.22727778,288.0775444,269.7725672,289.9421934,26.93104971,61.03449417,973.9044608,52.41643557,1.201788472,35.87869331,19.5,69.1,32.3,2.8,1.3
35.7,27,23.1,90,150,833.37,0,1.3,0,0.4,8.3,19.5,101.4,2.2,24.0014987,0.11,-161,-0.294727959,15.83901129,162.9635436,759.0628842,684.2042388,847.1794482,931.8528822,849.2249918,28.3181648,57.56453438,978.0561628,69.19610519,1.059344186,28.34083213,8.8,40.9,79.9,2.8,0
36.3,26.6,22.8,10,10,791.67,0,0,1.3,0,0.4,27.8,100.7,2.9,25.95416203,0.11,-161,0.684555375,16.86173637,268,589,516,784,845,797,29.96584169,56.54467757,979,212.3794566,1.725864187,28.34083213,8.8,40.9,79.9,2.8,0
32.87,23,22.5,20,60,683.33,0,0,0,1.3,0,8.8,120.1,0.9,23.8,0.11,-135.7664665,-0.294727959,18.15131754,169,729,600,769,834,851.7558165,33.57312042,69.9,975.4905391,356,1.372528881,36.27030644,0.8,27.8,100.7,2.9,0.3
37.2,20.2,23.1,8,3,739.08,0,0,0,1.9,0,0.3,29.5,101.4,19.6938152,0.11,-125.4567328,-0.294727959,8.737069615,98.56133323,870.0392232,714.0052844,812.5549775,915.3616574,883.5088905,18.67049704,46.61112086,981.7964806,80.53698225,0.348956501,37.37952967,0,1.6,28.6,101.4,0
23.2,28.7,20.2,24,150,555.21,0,0,0,0,0,0,1.9,51.3,29.38831765,0.11,-121.4082522,-0.294727959,19.56851531,126.4031489,762.6401271,553.5854574,680.76018,785.1789646,828.5783727,26.38385742,55.26327423,978.9112705,78.02041252,1.372528881,42.99211021,0,0,1.9,117.9,0
33.4,18,15.3,2,18,667.01,0,0,0.6,19.2,0,0,54.6,35.9,13.98214745,0.12,-169.0258189,-0.294727959,4.006497092,109.1175338,865.967104,704.1428737,813.2304411,869.150049,925.693367,14.23849292,52.20483575,971.3486118,16.78668383,2.666687708,35.87869331,0,54.6,0,40.1,4.5
17.1,23.3,14.1,33,0,624.11,0,2.3,0,0,0,16.6,26.7,73.8,18.73011667,0.11,-135.7664665,19.68443638,11.45278132,269.6651937,483.0941032,326,672.592144,673.2552428,735.7390222,19.45585201,62.53323393,973.0154182,363.2739089,2.080818396,33.11394312,1.8,25.9,34.8,54.7,2.6
31.7,20,17,3,33,627.52,0,2.3,0,0,0,16.6,26.7,73.8,21.28136159,0.11,-191.0164733,37.16308373,11.21917775,545.8326074,28.39719618,26.95676999,572.7893774,530.5752564,571.2354118,19.83106951,52.0422038,972.7380213,352.1894486,2.118796573,24.43630038,1.8,25.9,34.8,54.7,2.6
32.72,22,18,13,55,407.73,0,2.6,2.3,0,0,1.8,40.9,74.4,22.19628666,0.12,-191.0164733,52.96443774,12.42117902,455.8445677,-30.95125121,-24.62366819,430.2684708,390.4317525,425.3658914,20.32496651,49.66382869,977.3299651,260.4086763,0.823449218,24.43630038,0.8,26.9,15.6,73.8,0
35.53,21,18,114,7,586.37,0,0,2.6,2.3,0,0.8,41.9,74.4,21.57626054,0.12,-191.0164733,21.43608792,14.56685726,478.2175659,226.2094984,173.5114773,684.9799206,669.1257149,720.2565591,25.76829618,62.11205449,978.7478503,239.9399226,1.288409373,25.443845,0,23.8,18.9,74.4,0
35.23,21,19.5,26,25,122.75,0,0,0,2.6,2.3,0,41.7,75.4,21.11697072,0.12,13.15891532,70.41385913,15.87094022,253.0027851,0,0,253.0027851,228.5251339,253.0027851,28.97949691,72.52878516,974.4297856,222.0818251,2.692484415,25.443845,2.3,16.6,26.1,74.4,1.3
33.07,21,19,17,2,342.4,0.1,1.2,0,0,2.6,2.3,27.7,89.4,18.73011667,0.12,-26.01203618,43.49318931,15.69176113,485.1011642,0,0,485.2144726,439.4490454,485.2620502,26.77047697,78.03191461,976.4386636,204.307137,3.112267387,25.443845,4.9,0.8,26.9,89.4,0.4
32.17,25,20,63,120,555.81,0,0.5,1.2,0,0,4.9,27.7,89.4,21.57626054,0.12,-26.01203618,61.25071906,15.2100946,324.0983589,0,0,340.4500955,308.5508825,339.025275,28.45975446,64.42204618,975.743028,221.2627592,4.671362736,25.443845,4.9,0.8,26.9,89.4,0
36.05,23.5,19.5,7,1,568.45,0,0,0.5,1.2,0,4.9,27.7,89.4,22,0.12,-26.01203618,37.29733337,11.2593637,529.4780175,0,0,545.456294,498.3053628,547.1979535,24.02801054,50.1417786,969.7506446,214,3.112267387,25.443845,0,4.9,27.7,89.4,1.1
35.03,24.5,21,18,63,892.9,0,1.1,0,0.5,1.2,2.6,30,88.9,20.11627928,0.12,-26.01203618,1.821209653,11.04186394,134.7807931,834.169483,763.7022683,905.1974123,950.0649126,906.559503,19.50092734,55.61564355,972.7303864,44.15992019,1.725864187,25.443845,1.2,4.9,27.7,89.4,0
34.87,24,20,10,42,793.95,0,0,1.1,0,0.5,1.2,28.7,40.7,20.89669095,0.12,-26.01203618,12.81517427,10.43487528,329.337377,509.543571,471.2413936,800.5896563,817.1302867,799.2832935,22.78597272,51.3248235,974.6700643,196.5641731,2.492064592,25.443845,1.7,4.9,27.7,89.4,0
34.95,23.5,20,16,39,609.93,0,0,0,1.1,0,1.7,21.5,45.9,22.2801071,0.12,-31.86177696,9.039066456,13.85575481,366.4930552,477.1532065,433.1104904,800.5536504,811.4518248,812.7351967,28.23119712,57.20638965,973.8093476,226.5633155,3.031446848,25.443845,1.7,2.6,18.9,100,0
35.45,26,21,100,20,685.6,0,0,0,0,1.1,1.7,6.7,60.7,24.0014987,0.11,-31.86177696,2.050565311,14.41737552,186.491601,760.0654041,698.3920887,884.5551842,923.2236846,890.8327405,29.4019927,52.09509328,973.8093476,208.7651236,3.831034147,25.443845,1.6,3.8,18.9,100,2.1
28.3,23,20,18,18,226.85,0,2.1,0,0,0,1.6,6.9,61.7,23.62153465,0.12,-117.0362405,69.29718593,17.24044264,357.2026365,0,0,254.9776928,231.1006376,257.4934439,31.29658566,67.56505924,973.9982497,176.838484,2.666687708,28.34083213,1.1,1.7,6.7,62.7,1.2
32.08,22,19,70,280,724.31,0,1.2,2.1,0,0,1.1,6.6,62.5,21.33328011,0.12,-31.86177696,25.17773577,15.86706441,432.9093498,272.5883644,245.3668878,678.4236343,661.3634189,689.0356289,20.80828033,71.73012822,970.4549258,217.9582161,3.831034147,24.45012988,1.1,1.7,5.7,61.7,17.5
28.62,21,21,650,1300,160.73,2.15,16.8,1.2,2.1,0,1.1,6.6,62.5,19.24243983,0.11,-31.86177696,61.32663068,15.69176113,223.5657466,0,0,350.078128,322.6422786,350.8360816,25.7881128,75.91752837,966.868656,214,3.608534013,24.45012988,0,2.8,4.9,62.5,11.5
33.1,19.7,19.6,156,280,532.16,0,29.4,12.2,16.8,1.2,2.1,7.7,42.7,18.73011667,0.11,-117.0362405,2.87317849,13.41441078,160.2795471,759.0628842,644.3506983,818.0117368,825.2500577,909.2853725,20.71599056,71.53169667,971.6082528,256.2006815,0.766197982,28.34083213,3.3,1.1,6.6,62.5,1
35.8,28,22,8,20,807.86,0,2.2,0,0,0,0,59.5,11,21.91469082,0.12,-187.6061972,3.58323556,12.42117902,201.3265324,714.5714316,648.7948938,850.0951102,873.9991924,883.6922592,29.4019927,53.84514433,978.9112705,52,3.320930157,24.45012988,0,0,60.7,10.6,0
23.4,24.1,20,25,120,679.34,0,0,2.2,0,0,0,42.7,27.8,22.17634081,0.11,-111.0077339,-0.294727959,12.0662813,154.11549,761.0095541,600.5232896,778.336988,772.938008,900.3982396,25.9313574,49.5508967,981.2629939,69.19610519,1.939383188,40.30920989,0,0,59.5,11,0
35.68,28,23,10,80,705.68,0,0,2.2,0,0,0,42.7,27.8,25.10562554,0.11,-187.6061972,0.4,12.45449179,135.7172976,829.1704786,767.9144573,895.5003827,936.9443996,912.7327825,25.34950287,45.36242405,980.6,88.39447614,0.549844732,24.45012988,0,0,59.5,11,0
35.98,30,25,15,12,843.72,0,0,0,2.2,0,0,30.5,37.7,27.57763108,0.11,-187.6061972,-0.294727959,12.82881614,126.4031489,835.9934231,777.3610429,903.7454338,621.0897274,912.8818165,25.8428707,39.22374868,976.1126116,210.2016475,2.118796573,24.45012988,0,0,42.7,27.8,0
36.38,28,23,8,18,755.53,0,0,0,0,2.2,0,1.1,64.5,27.57763108,0.11,-113.1070464,-0.294727959,14.96066441,156.1187048,784.3983746,704.3346179,860.3666606,884.8619452,897.0520085,30.21617673,45.28647535,975.6729303,221.2627592,2.080818396,28.34083213,2.2,0,30.5,40,0
36.42,27.5,25,0,5,775.67,0,0,0,0,0,2.2,0.1,65.5,29.92251877,0.11,-186.8279,-0.294727959,18.15131754,163.2522856,781.6382713,712.6517507,845.5996549,906.1201139,894.3129542,27.89557425,48.68147299,976.3551466,223.5389495,2.666687708,25.443845,2.2,0,1.1,69.4,0
35.11,31,23,17,25,811.46,0,0,0,0,0,2.2,0,65.6,31.22818873,0.11,-186.8279,-0.294727959,18.15131754,190.5837811,750.5838645,691.2455335,881.0144436,914.3183445,887.5591264,23.43695841,45.3618247,975.2701362,227.4492094,2.080818396,25.443845,2.2,0,0.1,68.1,0
36.71,31,26,35,130,773.67,0,0,0,0,0,2.2,0,64.4,31.22818873,0.11,-186.8279,-0.294727959,19.47150753,195.812363,705.8057036,640.1019682,850.9201792,878.9629784,861.8174564,34.10141517,49.79754934,976.670138,102.2817975,3.112267387,25.443845,0,2.2,0,65.6,0
35.36,29,25,55,60,748.91,0,0,0,0,0,0,2.2,63.9,28.7371023,0.11,-186.8279,5.181452135,20.31239594,311.5850984,537.2346112,486.4217733,797.8765616,811.8172756,815.3239865,35.06511029,60.24034847,974.4297368,218.2690063,2.037748672,25.443845,0,2.2,0,65.6,0
35.69,30,25,10,5,798.71,0,0,0,0,0,0,2.2,63.9,29.30265484,0.11,-186.8279,-0.294727959,16.86173637,157.8301241,793.1439475,721.0836589,878.8521603,912.9714752,898.2002352,28.3181648,47.29961837,973.2552603,198.884373,0.790165471,25.443845,0,2.2,0,64.4,0
36.22,30,27,25,70,821.01,0,0,0,0,0,0,2.2,62.8,29.65828784,0.11,-186.8279,0.684555375,19.0188185,282.7722486,637.654596,586.3341855,869.0608739,897.1880537,873.5533036,33.40268779,54.81061245,972.4864326,168.1082127,1.939383188,25.443845,0,2.2,0,64.4,0
36.03,31,27,50,22,507.55,0,0,0,0,0,0,2.2,62.8,27.67845372,0.11,-113.1070464,19.75893725,17.30580263,425.3869776,286.3651466,249.2196148,675.2072494,622.8519201,701.3279988,31.8,53.41631961,972.1028268,180.3506296,1.939383188,33.11394312,0,0,2.2,63.9,0
37.39,27,26,36,38,791.13,0,0,0,0,0,0,2.2,62.8,27.57763108,0.11,-186.8279,5.272750658,17.41053045,135.6823322,818.6715591,742.7106946,878.396476,917.2658767,899.0401522,28.45975446,53.84514433,973.5965957,232.4327056,2.666687708,25.443845,0,0,2.2,62.8,0
36.86,29,27,25,11,800.4,0,0,0,0,0,0,2.2,62.8,28.6325736,0.11,-186.8279,0.957566109,16.15255121,135.7172976,829.1704786,751.3810393,887.0868065,926.3862852,907.1289332,21.88496232,46.82002264,973.5110124,229,3.031446848,25.443845,0,0,2.2,62.8,0
37.38,31,27,124,52,801.87,0,0,0,0,0,0,2.2,60.7,29.71963447,0.11,-186.8279,-0.294727959,16.56370012,103.2364845,871.9807508,791.7967805,895.5003827,939.4617405,912.8818165,24.52985011,45.3618247,972.7303864,219.4345669,2.489727556,25.443845,0,0,2.2,62.8,0
36.8,28,26.1,4,7,586.7,0,0,0,0,0,0,2.2,59.5,27.43367009,0.11,-108.9345512,-0.294727959,16.15255121,128.189789,205.3135525,621.321426,750.4816682,745.6860465,909.9706603,25.05727969,49.97597233,973.5110124,89.36617735,1.878543002,43.48593433,0,0,2.2,62.8,0
21.4,22,21.3,1,80,844.15,0,0.1,1.7,0,0,0,0.4,0,25.35184066,0.11,197.065058,-0.294727959,18.81051244,446.2707796,205.3135525,183.6653605,629.5161488,621.0897274,633.3244562,34.04209128,67.01547017,976.670138,250.1710119,1.878543002,25.64110771,0,0.1,0.3,2.2,0
34.8,30,24.2,15,72,651.07,0,0,0,0,0,0,1.8,0.4,26.24343975,0.11,-136.6626239,0,16.86173637,102.1195902,850.4604556,621.1968706,781.2287194,860.8705016,885.3301577,22.54301395,57.82593619,979.8086231,68.84980106,1.878543002,36.27030644,0,0,1.8,0.4,0
