Slanost,Temp_zraka,Temp_vode,Crijevni_enterokoki,Escherichia_coli,Suncevo_zracenje_DHMZ GHI,Padaline,KPad0h-24h,KPad25h-48h,KPad49h-72h,KPad3d-4d,KPad4d-7d,KPad7d-14d,KPad14d-30d,AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,KPad3d-6d,KPad6d-10d,KPad10d-17d,Kpad17d-21d,Padaline_1d_poslije 
25.9,26.5,19.8,7,136,532.24,0,0,0,0,0,0,1.9,1.8,29.65828784,0.11,-121.4082522,0,14.41737552,102.1195902,826.622833,602.2744566,705.2131237,813.6475878,861.8174564,20.71599056,39.52148841,979.1582668,44.15992019,0.229109056,42.99211021,0,1.9,0,1.8,0
33.5,25.2,21,90,180,256.58,0,2.8,0,5.7,46.2,0.8,41.3,1.9,22.2801071,0.11,-129.3232147,12.35420525,16.26117131,344.8310236,299.5721405,208.2770089,553.1073364,604.2731796,615.4970789,29.36016441,68.76443234,976.8378515,41.00878905,3.320930157,45.02084217,47.8,41.3,0,1.9,0
29.2,20.4,16.8,80,280,567.36,0,1.7,0.4,1.3,24.1,26.3,67.9,82.2,16.68508244,0.11,93.86403379,45.7016676,9.845549876,254.7189362,0,0,296.4087436,269.9674609,327.626244,17.5035931,62.45837589,963.5913069,230.4857258,3.34554234,54.72716072,50.4,6.3,62.1,96.3,16
24.79,20,18,18,85,812.66,0,2.7,0.2,0,0,9.2,83.3,113,17.38010196,0.12,-117.0362405,18.05320687,13.88295698,389.2209227,375.3713235,331.871922,698.5650178,716.517854,749.5115138,19.64443527,77.36283018,970.285233,240.5832975,2.969678433,28.34083213,9.2,26.6,75.9,133.7,0
20.78,25,24.5,42,260,311.23,0,0.6,0,0,0,0,3.4,92.5,19.81374791,0.12,-111.0077339,89.32632361,14.75404919,82.06029541,0,0,76.94323472,71.02846045,70.65117622,28.58921342,72.49496503,972.320161,38.53869012,3.62387335,40.30920989,0,0,3.4,118.8,0.7
31.5,26,23,5,15,230.08,0,3.9,0.3,0,0,0,8,3.4,23.51922211,0.11,-95.36247969,43.40437179,15.43715119,324.0983589,27.51603291,17.0186028,341.0487374,309.5410705,356.0445583,31.07942608,60.62095468,983.7718283,52.41643557,5.291183439,52.5546363,0,0,8,12.5,0
33.98,29,22,25,38,584.43,0,0,0,0,0,0,3.7,64.1,31.36650128,0.11,-115.3782184,-0.294727959,17.62370547,148.532372,769.2397711,489.5750957,727.3095991,781.6301565,849.2249918,25.8428707,44.21242386,977.0638748,120.1030927,0.766197982,45.02084217,0,3.5,0.2,64.4,0
29.71,28,21,19,10,821.27,0,0,0,0,0,0.4,0.5,3.7,30.13531709,0.11,197.065058,2.157839267,13.86821111,218.2012528,667.444045,552.4084803,771.1052189,881.9468188,843.895348,20.27689446,36.03082288,975.8793943,242.888758,2.666687708,34.27365091,0.4,0.5,0,3.7,3.3
21.87,12,17,94,290,328.77,0,0,0,10.4,173.7,34.2,13.4,150.5,9.210731328,0.11,-136.6626239,3.596459356,2.24294103,120.1278485,707.0201987,363.0104695,483.1158269,702.8456474,720.2565591,6.92084055,61.88378126,987.6442866,63.52701923,3.34554234,58,207.9,0,54.9,109,0
32.6,18,15,390,1040,105.86,0,42,0.3,0.4,0,2.3,68.9,218.3,17.38581116,0,-207.1288387,62.86015045,15.86706441,189.7104341,0,0,189.7104341,171.6138383,189.7104341,27.24939545,91.51917078,983.9100821,212.3794566,3.320930157,55.41775716,2.1,7,62.1,231.1,0.2
33.09,18,17,40,260,13.77,0,0.2,42,0.3,0.4,2.1,65,222.4,17.24042512,0.11,-207.1288387,87.94248197,14.67293853,59.86717087,0,0,59.86717087,54.15497305,59.86717087,25.9313574,85.12985146,982.50955,214,3.112267387,55.41775716,0.4,5.2,66,218.7,0.1
23.27,22,18,64,270,255.34,0,4.3,0,0.6,0,0,24.7,33.6,20.11627928,0.12,-135.7664665,51.8363095,14.96066441,377.7650516,0,0,449.242372,342.4191118,377.7867451,27.85079083,72.25491171,975.0005176,138.4718049,0.766197982,28.51873622,0,2,22.7,35.1,0
33.71,23,18.5,4,45,642.69,0,0,0.4,0,0.9,42,6.9,28.5,17.83007487,0.12,-112.1910934,3.227281405,9.399475978,183.9874375,705.8057036,537.9835067,721.9786516,747.2177456,894.6840527,16.51124086,57.73805437,977.4201547,36.45127126,1.939383188,40.30920989,4.7,42.5,2.6,36.2,0.1
26.89,26,20,8,30,305.75,0,1.4,0,1.1,0,0,1.1,49.8,17.83007487,0.12,-130.1634594,75.97403637,10.36927989,207.008365,0,0,207.008365,187.4899781,207.008365,25.45274209,59.12381539,975.4905391,60.10470925,5.800356528,28.34083213,0,0,1.1,49.8,0
32.99,21.5,21,53,400,214.94,0,37.7,0,0,4.4,29.1,4.3,2.2,17.38581116,0.12,-187.6061972,83.70452711,13.86821111,142.8056174,0,0,144.1083707,130.7155766,144.2993189,28.3181648,82.00530316,970.4549258,27.99758782,4.777519369,24.45012988,33.5,2.6,2.8,5.8,0.2
34.31,25,22,33,180,682.4,0,0.2,37.7,0,0,33.5,4.3,1.8,22,0.11,-186.8279,2.120095609,11.04186394,224.3950552,733.7273768,621.1968706,845.5996549,867.8054732,865.3536659,20.32496651,50.81469918,979.4333097,132.8512067,1.939383188,25.443845,30.5,3,4.3,3.1,0
22.73,27.2,24,30,85,415.44,0,0,0,0,0,0,83.3,21.5,25.17782869,0.11,-117.9679888,6.415345566,19.0188185,206.2191094,557.5756085,387.0902088,593.0230254,622.8519201,765.8702305,31.47225268,68.66533089,975.2750168,211.4915518,2.489727556,46.61469955,0,7.7,75.6,22.1,0
23.82,22,16,56,62,406.54,0,0,2.1,11.3,1.1,2.4,8.2,56.6,16.60427821,0.12,-113.4763129,20.70788636,9.845549876,366.2063621,289.3850422,203.4799144,595.8737859,580.1233717,655.5262859,18.67049704,66.83100584,973.4091563,25.13693915,2.080818396,43.48593433,3.5,4,4.2,75.6,0.4
29.77,22,18,33,5,575.92,0,0,0,0,0,4.1,16.9,8.2,21.30181439,0.12,-112.1910934,-0.294727959,12.42117902,168.9500687,719.3018905,562.6835885,691.0549528,734.0226893,897.5847556,20.80828033,53.12134399,978.8721068,178.8114996,1.059344186,40.30920989,3.7,13.8,7.5,59.3,0
31.86,24,21.5,180,200,113.25,0,0,0,2.3,0,47.6,41.8,10.1,21.91469082,0.11,-123.5712081,70.74161285,16.56370012,177.0840584,0,0,177.0841983,160.1010746,177.0846803,34.61251822,71.58289448,975.2701362,176.5066447,3.831034147,42.99211021,41.7,47.7,0,44,11.6
28.7,24,22.9,30,80,407.48,0,0,0,0,0,0.5,98.9,4.4,24.27835172,0.11,-122.4479482,-0.294727959,18.15131754,118.0262091,730.9861941,482.2964988,700.4173284,660.2753245,836.1943595,19.83106951,67.42001578,974.817392,200.9533731,1.059344186,52.5546363,0,12.1,91.7,6.8,0
36.7,37,24.8,4,1,638.89,0,0,0,0,0,0.5,98.9,4.4,28.2,0.11,113,3.6,15.83901129,117.4552907,606,326,466,529,760,22.2,47.4,973.1,229,4.3,58,0,12.1,91.7,6.8,0
36.62,23,21.2,0,0,531.09,0,0,1.1,0.1,0,9.3,13,33.7,17.38581116,0.11,-132.7575757,-0.294727959,6.794886199,93.55965305,824.3434292,562.6835885,620.0541315,846.5107765,756.5846488,14.8568976,52.20483575,977.7911286,47.10569358,3.608534013,49.16019376,0,9.3,34.4,55.1,0
27.68,27,25.2,46,27,549.9,0,0,1.7,10.3,0,0.2,0,17.3,24.39008981,0.11,-113.4763129,-0.294727959,13.15969096,108.3014513,785.8637458,562.6835885,663.3752446,675.4827376,879.6574981,31.58815498,49.89489561,978.398374,50.15776025,1.725864187,45.02084217,0.2,0,0,17.3,0
28.8,26.5,21.5,28,80,453.58,0,0,0,0,0,56.5,22.2,0.2,23.62153465,0.11,-132.1900164,0.24963643,16.54139847,178.6840488,603.5925051,386.9582367,566.3749193,603.7372509,787.7165405,28.8559728,66.83100584,977.2435788,65.03265362,1.546683797,49.09652673,56.5,0,22.2,0.2,2.5
37.18,24,23.1,1,5,377.3,0,0,18.3,0,0,0,28.5,67.4,17.83007487,0.11,-127.9305707,31.72510822,11.45278132,268.8598681,200.6557981,110.7823475,379.6422125,387.7910317,465.2214732,24.5334087,66.6649423,979.1582668,30.64442231,5.801364933,52.80930791,0,0,30.7,75.4,0
37.32,25.1,23,10,1,382.32,0,0,1.1,0.4,0,0,18.3,39.4,23.51812509,0.11,-113.1070464,19.41963668,16.99641597,294.6244026,217.1767886,118.5551145,413.0488384,438.0394596,511.8911986,29.36016441,66.00778229,979.882714,45.55730105,2.489727556,53.8336203,0,18.3,0,95.9,0
16.65,19.8,18.3,60,107,565.72,0,0,7.2,15.8,0,0,36.1,85.2,19.05732271,0.12,-113.4763129,-0.294727959,10.27312608,117.4552907,775.2098247,560.4004474,695.8609953,696.3327803,915.604532,20.68061735,57.82593619,979.7697704,49.41754615,1.878543002,44.48642808,0,15.6,21.1,84.6,0
19.97,25,19.7,40,425,347.48,0,0,0,0,0,0,20.2,51.9,19.9155677,0.12,-95.24119229,2.294331972,13.88295698,202.904302,526.7728957,329.7161545,532.9988026,478.4329736,771.8605376,25.8428707,70.49325722,975.2750168,65.84698825,3.112267387,49.16019376,0,0.1,35.9,51,0.4
34.16,26,18.9,100,5,302.78,0,0.2,0,0,0,0,13,45.5,22.2,0.12,113.8218209,55,15.87094022,326,0,0,326,296,326,31.8,69.8791188,969.8,214,2.766125999,40.30920989,0,0,20.2,66.2,16.1
33.88,24,21,36,84,485.79,0,15.7,0.2,0,0,0,13,45.1,19.9155677,0.12,113.8218209,30.36327629,13.88295698,331.4037866,264.9154592,203.4799144,535.8171819,507.4049395,602.7832663,22.66455305,68.72887049,975.4039483,61.80887352,3.112267387,40.30920989,0,0,13,59.1,2.7
27.91,30,22,21,120,925,0,3.3,15.7,0.2,0,0,13,43.2,22,0.12,113.8218209,0.4,5.8,103.2364845,864,682,787,780,956,13.2,35,980.6,52,2.666687708,40.30920989,0,0,13,59.1,0
33.15,27,22.7,40,80,888.01,0,0,0,0,0,19.2,0,36,26.90827181,0.11,113.8218209,-0.294727959,13.88295698,118.5011337,765.4254271,600.5232896,748.3130773,734.0226893,915.604532,31.4134915,43.86753763,975.9801536,226.5633155,2.766125999,35.14690306,19,0.2,0.1,56,0
37.39,26,22.3,0,0,445.99,0,0,0,3.6,0,0,19.2,20.2,20.69403372,0.11,-95.36247969,-0.294727959,12.25785329,104.8245206,770.7142427,489.5750957,594.3255319,522.520063,906.559503,18.99579171,57.2840643,983.7718283,28.88165913,2.477171021,49.16019376,0,0,19.2,36,0
25.76,27.1,23.1,74,70,615.43,0,0,0,43.1,0.4,37.5,7.5,22.8,21.70464461,0.11,-111.0077339,6.153857983,12.25785329,171.5659865,663.6017871,482.2964988,654.025468,620.0996175,851.7558165,25.07067108,56.26757838,980.1314127,27.2899292,3.815071622,43.48593433,37.9,7.5,3.6,19.2,1.4
34.55,27.5,22,2,6,575.93,0,0,0,0,0,2.9,1.4,88.5,22.19628666,0.11,-108.9345512,-0.294727959,7.986043416,104.8245206,825.2932727,600.5232896,778.7247584,690.2243446,932.2095541,17.06632973,40.1070574,982.7793778,27.2899292,3.34554234,44.48642808,2.9,0,44.5,49,0
26.62,30,26,32,80,480.3,0,1.3,0,0,0,41.9,0.4,4.3,27.10502162,0.11,-114.048804,-0.294727959,17.62370547,121.8178448,733.7273768,503.6990189,630.9676838,635.9508677,866.7842895,28.90557046,57.87301105,978.175135,265.1227678,0.655470792,44.79441731,29.4,12.9,0,85.3,0
37.6,28,22.7,0,0,725.93,0,0,0.6,0.4,0.4,0.5,24.2,42.3,24.39008981,0.11,-169.0258189,2.294331972,12.70666167,149.6467198,769.2397711,628.7564683,778.7247584,880.0743302,836.1943595,25.8428707,46.62581238,982.1001755,48.87414947,2.477171021,35.14690306,0.9,22.9,1.3,42.3,0
29.37,27.2,23.1,36,80,197.56,0,0,0,0,0,0,23.6,25.5,24.0014987,0.11,-121.1673149,77.98401478,17.62370547,117.4552907,0,0,117.7771527,106.6524892,117.9628419,36.97889132,67.49225546,977.9081354,47.10569358,2.666687708,49.16019376,0,23,1,51.8,6.9
17.71,11,18,128,240,233.68,0,0,6.6,17.9,4.2,87.3,84.4,48,11.59413598,0.11,-117.0362405,-0.294727959,5.715171079,86.05893053,695.2710863,307.2052898,393.3750613,523.5061517,762.9761965,13.5733095,67.07807667,979.7697704,13.23947597,2.118796573,64.14714472,69.9,49.6,56.5,70.9,0
21.99,22.1,19.2,35,260,317.39,0,0,0,0.3,20.2,1.6,134.8,106.7,14.70237365,0.11,-132.1900164,-0.294727959,8.877032409,90.70707288,659.8662375,329.3345727,449.242372,625.698677,716.1702573,16.41918953,68.04884677,986.4244599,40.98170831,3.62387335,60.26208928,21.8,24.5,119.5,104.4,0
25,24.3,21.3,85,160,551.34,0,0,0,0.1,0.1,72.1,25.8,37.7,19.6938152,0.11,-119.8382336,0.24963643,10.8986184,158.7219841,732.9824079,540.3963643,700.4173284,654.8900054,893.7305622,20.27694768,56.1994067,976.4036702,46.17342193,4.13222037,42.99211021,52.8,45,1.2,36.7,4.3
36.39,21.5,21,0,0,686.75,0,0,0,0,0,15.6,97.9,37.9,23.26084737,0.12,-135.7664665,0.849880848,17.46143827,264.0562818,598.41178,503.4956054,767.5713959,786.9895093,840.5010726,29.82729816,69.8791188,979.4333097,70.65023751,1.939383188,33.11394312,11.3,4.4,97.8,37.9,0
30.45,27.5,24.5,19,72,597.94,0,0,0,52,0,0,0,113.5,25.95416203,0.11,-113.9344644,-0.294727959,17.25372379,160.2795471,709.7993341,537.5979286,698.5650178,675.4827376,879.7840639,30.13327457,58.87428002,972.320161,302.8531338,0.766197982,40.30920989,0,0,0,113.5,0
34.35,18,20,3,22,667,0,0.7,0.1,0,1.5,34.5,2.7,52,19.05732271,0.11,-111.0077339,-0.294727959,9.542658562,103.2364845,838.6308907,636.7379981,739.6790021,712.6647981,867.8025056,17.3737597,54.06467829,979.1453627,44.15992019,4.777519369,40.30920989,36,0,2.7,52,0
35.93,23,22,7,16,840.97,0,2.1,0,0,14.7,1.4,10.1,38.7,22.99721647,0.11,-113.1070464,6.714600057,13.57193238,223.8107918,635.731457,524.8845128,749.1214509,747.2177456,843.895348,24.5334087,55.37925634,977.6962888,31.85005814,2.692484415,33.11394312,16.1,8.4,3.2,89.2,0
35.41,29.5,25,32,55,522.72,0,0,0,0,0,0,41.7,29.2,26.90827181,0.11,-115.3782184,3.792505185,18.74512356,204.2444264,583.6506053,408.8510316,613.095458,626.8067361,787.3671238,32.07624081,61.18379945,977.7911286,52.63576769,2.080818396,45.02084217,0,8.9,32.8,45.3,0
26.87,22,23,86,140,477.81,0,0,0,0,0,59.8,0,41.7,26.03880669,0.11,-119.8382336,1.412253218,16.54139847,181.8112758,607.3796635,396.8922389,578.6773011,630.7926873,787.3671238,26.30518183,55.60972791,976.9829368,46.17342193,3.031446848,49.09652673,5.5,54.3,0,41.7,0
20.1,22.4,19.9,120,80,406.61,0,0,0,15.6,19.8,5.4,66.5,59.8,19.6938152,0.11,-124.148461,20.55695751,15.87094022,236.2774254,233.2549373,141.4768487,422.2614312,446.5685242,508.8125505,29.4019927,78.91066934,976.5199746,26.85726932,2.037748672,53.5844335,25.2,18.4,48.1,59.8,0.1
34.59,26.3,22.3,190,190,304.57,0,0,0,0,0,0,41.5,71.9,21.57626054,0.11,-130.1634594,10.97095597,15.649281,223.5657466,416.1146065,224.1443209,447.7109286,534.3419686,625.8918113,25.05727969,68.20426697,982.693623,75.06689338,1.059344186,55.42423089,0,6,38.2,69.2,0
13.42,22.5,15.7,42,80,921.44,0,0,0,6.8,4.7,51.8,82.7,37.6,21.70464461,0.12,175.115169,24.42198502,11.87884907,357.2026365,348.0901379,305.4086052,662.6305711,671.506982,682.1944307,20.68061735,53.00727611,973.7943403,233.7990068,0.229109056,28.51873622,56.5,0,82.7,61.4,0
15.15,17,15,100,170,608.02,0,0.1,0.1,0,0.4,125.1,72.2,90.1,22.17634081,0.12,-112.1910934,-0.294727959,15.43715119,134.7807931,765.4254271,556.7999373,691.8423717,668.3971222,909.8369948,22.78597272,66.46575528,968.3555301,50.15776025,0.823449218,40.30920989,64.3,70.1,63.3,108.4,0.2
29.05,23.5,23,1,53,303.36,0,0,0,0,0,0,0.8,197.7,22.17634081,0.12,-108.9345512,30.21502675,14.44353327,333.0237626,219.2359131,173.5114773,506.5806371,480.6868183,558.7869347,24.73611599,61.60977334,964.6901473,56.5873195,4.126900169,40.30920989,0,0,0.8,197.7,0
15.41,28,25,37,160,652.08,0,0,0,0,0,0,17.6,0.8,26.38215725,0.11,-111.0077339,0.762580269,13.06478471,103.2364845,702.9984021,643.3534697,745.5473962,722.0245721,943.3562209,16.51124086,43.83598217,968.1128671,215.1478407,1.519256684,40.30920989,0,11.9,5.7,5.9,0
20.07,22,22.5,70,160,633.61,0,0.1,4,0.6,0.1,17.7,31.2,17.6,20.49730285,0.12,-108.9345512,24.34454479,10.62926051,428.1374341,193.4489008,150.6375137,578.7822155,550.4003843,629.8057686,21.88496232,53.12134399,960.5233502,67.15119221,5.348335123,44.48642808,17.6,31.4,0,17.6,0
21.18,28.4,23.2,80,120,529.14,0,0,0,63.1,42.1,0.9,6.3,53.7,26.24343975,0.11,-114.048804,2.120095609,18.15131754,197.8196552,605.7685929,424.5316542,622.2195612,626.8067361,815.0197008,29.82729816,61.18379945,962.2450051,159.0196304,0.655470792,44.79441731,43,0,6.4,53.6,0
34.91,29,27.5,46,230,477.65,0,0,0,0,0.1,0,117.6,11.3,28.78076399,0.11,-116.6543797,0.957566109,17.46143827,173.4568349,617.7648531,409.727627,583.1919297,611.831665,796.6963713,30.42365799,51.41457746,962.8990062,200.8898336,0.790165471,48.36934466,0.1,12.4,106.1,11.1,0
34.86,26.2,25.3,5,13,457.4,0,0,3.1,0,0,0,42.5,117.7,24.39008981,0.11,-123.5712081,3.392319883,17.46143827,238.7544508,467.3373988,308.0609039,546.8149226,602.255334,699.4759031,32.07624081,65.24123719,967.1206114,52.41643557,2.489727556,49.16019376,0,0,42.5,118.6,0
33.09,20,21,20,50,391.52,0,0,0.1,32,0.7,4.1,2.5,45.6,18.84003197,0.11,-112.1910934,-0.294727959,11.87884907,90.70707288,775.6046552,436.2568778,526.8365586,663.2704174,817.4712193,16.07254666,63.9962676,968.7132925,42.64665856,3.031446848,56.43793628,4.8,2.5,0,45.6,0
18.29,20.5,17,80,230,153.42,0,0,0.1,0,0,33.4,8.8,39.4,17.7312715,0.11,-135.7664665,51.53962282,15.649281,235.4021521,0,0,235.9659989,213.6922699,235.9660065,22.70670094,87.88748724,960.4056706,200.8287936,2.118796573,57.82985313,17.1,25.1,0,39.4,0
23.64,23,17.1,47,63,546.43,0,0,0,4.5,0,27.5,3.6,66.6,18.40280577,0.12,-115.3782184,1.36994699,12.0662813,217.7992096,621.1221434,445.5760215,663.3752446,664.8466411,851.0453462,15.56742534,66.6649423,969.0265488,46.17342193,2.489727556,44.48642808,6.8,21.2,8.3,100.2,3.4
17.29,19,20,24,90,645.12,0,0,0,0,1.5,4.7,12.1,35.6,17.38010196,0.12,-112.1910934,5.272750658,8.446851876,162.5664027,702.9984021,531.7397648,693.9680551,680.1574857,867.8025056,16.07254666,55.74329985,966.1805621,42.64665856,2.766125999,40.30920989,3.1,11.6,8.1,91.8,0
20.08,19.9,18.9,35,146,105.01,0.4,1.2,0,0,0.1,105.2,70.3,18.3,15.8786547,0.12,-108.9345512,66.78779533,14.67293853,236.2774254,0,0,236.2774254,213.8142599,236.2774254,30.21617673,92.34006419,961.4251984,295.8445505,1.059344186,40.30920989,60.8,63.4,51.4,22.8,1.1
19.4,25.1,23.2,24,29,570.56,0,0,0,0,1.4,0,12.5,175.6,23.62153465,0.11,-111.0077339,4.841564068,15.86706441,195.812363,641.7559817,485.8644855,681.676891,654.8900054,850.5967704,28.58921342,61.97584369,961.7840819,190.3227086,2.118796573,40.30920989,1.4,10.1,2.4,177.1,2.2
30.96,26,20.2,30,90,564.79,0,0,8.7,0,0,3.2,2.2,13.9,18.85364466,0.12,-108.9345512,1.412253218,7.736391808,121.8178448,795.6107375,569.3790541,691.0549528,665.8135406,928.6093594,11.30886409,48.36063551,969.2115299,63.52701923,6.55533589,44.48642808,0,3.2,2.2,41.1,0
30.76,23,22,38,120,472.88,0,0,0,24.2,0,1.7,12.9,5.4,25.3022,0.11,-108.908,-0.00043317,15.2613,128.071,732.644,489.922,617.596,607.122,875.955,25.6504,53.9086,967.36,105.058,0.479505,48.325,1.7,0,12.9,6.8,0
28.64,19,18.1,180,70,476.34,0,0,0,0,0,0,54.8,9.6,20.11557447,0.12,-146.8686838,43.24863414,12.36136717,391.2562585,91.19809349,78.72902828,469.1326081,449.5766364,475.2130445,25.33612437,61.13800776,978.1854116,211.5717408,2.052239415,27.79530835,0,0.1,55.5,8.8,0
29.76,26.5,22.9,22,8,705.35,0,0,0,0,0,0,0.5,55.6,27.16778959,0.11,-135.9013966,3.726143934,16.92612125,186.8457073,702.2073039,665.3248795,803.8796135,837.071133,871.7308176,24.41282974,51.43598452,975.2955796,176.7610012,1.869753094,28.61221186,0,0,0.5,57.3,0
36.32,20,19,10,5,312.2,0,2.2,5.2,0,5.3,17.7,5.7,38.7,15.73316897,0.11,-130.7117791,24.21006147,13.59084396,412.6807094,236.6616649,203.9262122,617.443395,595.5906242,646.0802972,28.5,88.50229899,969.4181186,11.72527586,2.792389529,28.34662951,23,0,13.4,31,0
34.31,27,23,31,13,609.49,0,0,6.9,0.1,1,0.7,21.8,28.7,19.3949491,0.11,-112.501545,23.275965,16.92612125,435.406251,225.2131862,191.9990992,589.3648966,604.0101398,683.7930404,28.59736718,82.93039867,969.5544096,234.8107315,1.065904661,33.41076138,1.7,12.7,9.1,39.6,20.2
35.1,27,22.7,80,35,639.84,0,0,0,0,0,15.2,49.6,0,28.64768708,0.11,-121.0886082,7.251005795,15.9260146,222.7442303,601.1676138,312.2692999,692.2617505,770.712002,769.3434623,27.93581796,46.06235501,978.1854116,41.66344556,1.560657492,39.9466028,15.2,33,16.6,47.7,0
37.4,25,21.4,35,4,607.03,0,0,0,8.2,0,0,0,64.8,23.79671183,0.11,-130.5005725,0,12.85433117,91.66846341,859.261498,624.4899529,749.9782446,876.7948441,837.2440763,16.99225554,50.21496997,980.4754089,146.984044,0.357253213,44.31485156,0,0,0,64.8,0
37.4,19.6,19.2,74,130,583.18,0,31,0,0,0.9,0,34.4,8.2,25.4118243,0.11,-195.4351688,19.52881379,15.67337822,395.8574398,179.598015,130.6578538,519.5086566,560.3246353,535.65822,27.07176865,81.25766775,976.9941397,117.5740338,2.052239415,47.61089836,0.9,0,42.6,15.2,0.6
31.4,20.2,18.6,9,29,625.82,0,0.7,1.3,2.1,65,34.3,39.4,82.8,19.98808873,0.11,-130.7117791,9.434965567,7.730490892,274.393154,571.4576057,518.7220912,558.7325394,743.1991628,836.5730068,21.59388978,46.30972044,978.0315008,31.22870051,6.24574759,28.34662951,99.3,39.4,0,83,0
33.8,25,22.3,45,260,616.47,0,0,0,14.4,6.8,3.3,6,49,22.96420145,0.11,-121.0886082,8.767686431,12.92787901,248.7807407,545.8330417,411.7405857,657,739.6723251,762.768364,25.86159137,57.59772512,975.4813442,242.8734533,2.792389529,39.9466028,10.1,0,6,49,0
37.5,17.5,19.1,0,11,542.07,0,6.5,0.5,31.9,0,0,0,30.5,15.04156768,0.11,-123.623545,10.29009257,5.739572342,186.8457073,568.8079947,404.9889525,623.8930837,727.4856857,736.0669079,13.83618372,55.69981174,972.4076144,343.232348,3.822681893,51.8139129,0,0,14.4,55.9,0
37,20,18.9,4,3,494.47,0,0.1,0,0,2.1,38.3,11.6,31.9,17.76718807,0.11,-112.501545,0,11.70215724,101.9909873,774.9884702,518.7220912,621.0022923,676.1772175,772.6553774,23.41436652,68.29404848,983.0017668,41.66344556,3.680202925,54.9982797,32.9,12.1,38.9,24.5,0
36.8,22,16,2,0,681.44,0,0,0,0,31,2.8,0.3,4.3,19.3949491,0.12,-115.599366,0,11.70215724,151.2448187,775.6858405,635.7410221,787.1242115,826.9834531,912.2058854,20.23917189,57.242537,979.1360694,65.58394194,1.68681666,44.65419934,33.8,0,0.3,4.3,0
30.9,29.3,22.7,22,13,669.92,0,0,0,0,0,0.2,2.6,7.6,26.44298478,0.11,-108.6650599,0,15.9260146,119.2152036,811.7179801,665.3248795,783.3031346,793.7476602,907.3016722,27.93581796,54.30894427,976.9941397,63.71794776,3.152935974,44.65419934,0,2.7,0.1,19.8,0
30.5,22.8,21.5,150,90,648.73,0,0,21.5,41.3,6.3,31.6,0.7,2.8,19.13095076,0.11,-112.6387171,5.255180387,10.26383568,266.9502396,551.9068457,438.5393479,706.0534794,720.2687816,807.1540131,24.19408821,54.61382652,972.4076144,60.71918597,2.466385184,40.51351412,26.4,12.2,0,2.8,0
37,20.2,23.1,9,3,734.99,0,0,0,1.9,0,0.3,29.5,101.4,19.81573817,0.11,-127.0380802,0,8.71222951,98.472622,869.3989939,711.6326355,810.0951497,911.9952155,884.0816071,18.7,46.64976726,981.8147337,80.11213367,0.357253213,37.14175263,0,1.6,28.6,101.4,0
23.4,28.7,20.3,20,45,542.36,0,0,0,0,0,0,1.9,51.3,29.22188764,0.11,-121.419142,0,19.57517429,126.8194339,759.059448,544.7751355,671.5166738,772.6154668,829.2375306,26.38185238,55.84136368,978.8818558,76.63888378,1.639690651,42.49085006,0,0,1.9,117.9,0
35.2,18,15.3,21,70,663.18,0,0,0.6,19.2,0,0,54.6,35.9,13.96210242,0.12,-165.5684512,0,4.001154351,109.1947633,865.2951138,702.447953,811.6118933,866.9529104,925.7589384,14.24371667,51.79199409,971.3536368,16.67311144,2.650722319,36.03269759,0,54.6,0,40.1,4.5
32.5,23.3,16.2,7,22,622.4,0,2.3,0,0,0,16.6,26.7,73.8,18.66687301,0.11,-135.9013966,18.29243869,11.44012546,258.3757301,508.3735662,422.155926,680.5316562,682.333646,749.6181825,19.44705125,62.84071325,973.0172808,367.5066257,2.067812135,33.41076138,1.8,25.9,34.8,54.7,2.6
28.9,20,18.5,2,10,606.19,0,2.3,0,0,0,16.6,26.7,73.8,21.40051312,0.11,32.57717369,24.85367593,11.03300579,543.0021341,31.1331521,29.40179791,572.403932,530.8817828,571.0715756,20.27436795,51.57408129,972.7592184,351.9538453,2.468395938,24.36571159,1.8,25.9,34.8,54.7,2.6
28.24,22,18,5,9,369.01,0,2.6,2.3,0,0,1.8,40.9,74.4,22.48893961,0.12,-177.6836459,55.35873994,12.36136717,447.3428707,-44.56386848,-37.00698787,409.5397211,367.9899649,404.1968868,20.22344864,48.92089309,977.3256167,256.5168019,0.812490363,24.36571159,0.8,26.9,15.6,73.8,0
30.4,22,17.5,51,35,610.96,0,0,2.6,2.3,0,0.8,41.9,74.4,21.70152068,0.12,-177.6836459,19.7014532,14.87673671,462.994468,262.9862846,178.2542586,703.2151613,692.9064483,716.1994028,25.75841346,62.17572109,978.7139786,241.3160392,1.297404917,24.74711187,0,23.8,18.9,74.4,0
30.73,21,19,66,120,130.08,0,0,0,2.6,2.3,0,41.7,75.4,21.19768225,0.12,32.57717369,71.8472593,15.9219513,240.4877249,0,0,240.4877249,217.2169238,240.4877249,28.98100837,72.40552735,974.4251705,221.834823,2.692519174,24.74711187,2.3,16.6,26.1,74.4,1.3
